"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","Y"
191,-67,1215,224,1069,-1437,-2,1373,-511,-82,657,-965,2007,-651,682,-193,-68,-619,87,-26,1
4034,-2686,-931,1355,-1358,1235,5883,-3423,-345,151,26,948,3435,2256,-1919,1178,52,621,-1609,1627,0
1223,-572,-1026,4532,-2171,-276,1909,-1708,-1954,-3284,-2038,-1295,13,-324,-1628,-424,1182,-957,5323,3472,0
-1346,3378,-1367,-3531,1976,-5558,-187,-339,-532,-3358,2742,1014,-2807,-2236,1448,782,-187,-97,74,407,0
-311,-1268,1474,-893,-1837,1098,1071,16,1933,772,1674,-2548,-4513,-5078,-1195,-1205,-457,-117,1236,-1565,0
-467,-678,43,72,-9,385,805,1317,173,4287,-158,-258,1227,1043,1875,-632,667,1157,2027,-672,1
1606,-707,-1472,-982,-475,76,-53,253,-466,2145,451,7,-1068,136,-169,-324,-145,2289,909,894,1
-2576,105,-3624,1685,-798,-3412,2743,-498,-208,2,-956,-1064,1394,-2209,327,-2003,453,-734,-1193,-2778,0
-156,534,47,-1264,-799,241,-1589,2717,-705,5079,163,-124,-3969,-195,-1446,3118,316,93,1599,-49,0
-2192,-3485,2466,639,-1499,-1359,-124,361,175,-353,-1818,349,-36,1581,-361,1865,-564,-2446,1537,-565,0
-3976,-1596,-83,1314,319,-562,-781,807,-2153,3013,1102,801,-1156,-76,-3613,-2484,-859,-915,-733,-1838,0
-491,1578,898,1574,1253,-37,189,-942,988,-1454,706,1106,958,984,516,2607,-156,1079,226,415,1
2371,738,1165,44,1651,-307,78,112,-462,575,939,-536,-959,54,-322,247,37,-344,1367,-1119,1
826,-109,-9,644,-33,573,-1504,-743,622,-804,902,841,-1505,1602,-447,1538,976,161,1298,632,1
-2311,2468,49,-947,757,327,-2746,-264,-688,391,-324,566,229,1533,115,1237,-3199,-1155,331,-1672,0
863,43,1243,1353,-1557,-299,-505,765,-216,-603,1883,-412,727,-1421,1381,1789,994,121,1347,2393,1
718,-5257,-1786,2031,472,238,-2024,354,-794,2413,-1284,-112,-78,-24,-151,513,-2406,3286,-2169,2844,0
8,2886,-889,486,3455,3113,-808,-766,-2418,2396,-1263,271,2727,231,1784,2655,-31,-2095,-2012,793,0
1644,881,-1006,19,529,263,898,-564,1133,454,-672,162,-462,1579,1351,-477,-993,299,-46,72,1
3389,-122,538,-2358,444,-103,167,-1286,186,45,895,118,2853,514,-288,-95,-1015,-201,-62,1779,0
1214,1521,-3376,-1155,822,-1301,-1253,-1242,3027,-429,-232,1194,-2853,1903,567,-966,-1531,-331,-965,-2689,0
-64,-692,1706,-253,-1448,-136,874,2019,1798,-488,807,121,65,-1336,-237,-997,925,952,-198,378,1
1396,734,-23,-1498,-87,-1425,1448,678,1279,-201,728,-694,-931,785,-328,116,602,297,528,15,1
64,-2212,-826,-956,3318,-3582,-567,-624,-435,1601,2101,605,322,-1616,31,2669,-655,2284,-2039,2303,0
-232,1426,-163,475,1695,3028,1275,-504,-826,81,-949,482,1461,79,266,2479,866,1,-1078,-401,1
-182,188,1554,-48,1972,-575,1202,816,-244,-1814,142,817,1022,368,563,1362,203,36,-744,2268,1
-958,-597,195,-38,19,114,988,-2,695,1467,-1263,946,575,2097,1096,1036,-1287,-832,-522,-583,1
1029,-858,-1248,2868,-1213,-547,-1134,-2759,102,-1315,3455,-4423,1042,-1595,1746,-1822,314,2417,45,-313,0
1022,-358,883,327,-436,-489,2087,13,217,354,186,1176,345,2629,1288,573,722,641,-562,-194,1
43,1369,-1122,-213,278,-237,895,-982,322,-296,-77,1067,58,486,-131,-1009,594,404,221,312,1
-1336,-79,75,3329,116,-1285,-72,1771,1476,-255,1484,1074,-673,1779,1134,-611,331,-48,136,1026,1
794,227,-591,1743,-1219,318,665,-973,8,-1125,984,598,7,995,1968,-294,331,1503,805,1423,1
-1459,1023,1331,4,2013,583,-132,-136,-361,54,947,-582,97,1353,1036,-338,-343,43,1357,1248,1
893,-1988,3,-193,-1294,1798,-1236,-1632,-2692,3627,508,-1394,-2127,181,-2463,284,-1034,137,748,-1644,0
-98,1098,165,42,728,-1612,1208,19,228,55,248,1405,182,768,-194,663,1393,2662,2005,594,1
-1631,275,232,583,-1908,-114,1465,-1763,1697,-142,954,-1943,715,833,554,-371,536,824,1191,196,1
427,193,1132,6,3974,-2581,2796,3921,-559,176,701,-2883,-464,1487,-3762,707,5236,-769,4483,5948,0
836,-307,834,1166,-89,-885,1174,-75,112,-638,8,1611,303,-15,-849,1055,-158,211,-314,-628,1
1319,-865,-29,-328,-159,-285,1553,1385,2023,-598,356,-452,1561,-1032,36,443,-612,182,2281,-1052,1
-3591,1402,-3016,734,406,-208,524,-3283,3184,1701,-3306,-761,887,-1574,-1118,581,335,-1876,-361,3086,0
139,-17,-376,956,-425,493,-38,-336,966,642,-2307,116,-1475,1114,-131,-112,-338,16,579,-833,1
-2511,487,386,1098,-2314,1354,607,46,-1189,7,-327,3079,1125,461,459,-4,1435,1437,-1185,-2695,0
1464,-178,123,1324,1086,1385,-199,133,-1179,-546,1477,416,-448,117,174,-236,607,-443,3362,13,1
773,1574,579,914,1523,-676,869,-883,908,417,739,28,65,738,81,1087,2082,159,1284,1479,1
-3433,-26,-2282,-1293,-808,1094,-1639,1081,3273,1325,1795,1257,-2198,2012,1121,-212,3843,-468,-2148,-1643,0
2064,-4031,3851,1228,-899,-2033,577,-369,-3197,2751,2752,-96,246,-1797,-1784,-423,-198,2736,-1721,176,0
-4,3552,-2855,1805,1663,486,1785,-29,-688,2572,-37,3324,-4014,-506,-2871,-798,-234,-147,703,192,0
-1328,56,512,-1053,384,1544,1367,914,-615,382,2999,37,644,1347,1641,219,1564,222,-384,-825,1
1985,-284,1637,-159,2208,1611,1155,-335,1981,704,887,-218,147,651,-159,983,-943,1276,-73,335,1
-381,-636,-1451,-4459,1816,1831,-425,-232,-1304,-855,2502,-5278,-1386,2477,82,1232,-866,81,-13,-1935,0
303,648,2503,803,239,-752,-2127,-7,1094,3476,-62,1376,1364,-135,-73,751,-692,137,397,1299,1
2004,1137,-162,-332,1495,525,65,1328,513,1968,1014,611,428,3043,304,-98,68,1206,916,119,1
2859,-954,1826,376,2948,-834,863,2586,-3187,11,-1478,1294,-324,-505,-225,1021,315,1768,1908,1518,0
1075,-207,-665,967,664,-1454,-302,-535,-372,-105,1187,1524,706,58,987,383,964,274,1008,-348,1
129,1289,-113,-327,727,2009,328,-353,84,1792,-285,-663,-138,93,2623,683,-79,537,662,-266,1
-1614,37,-2787,2502,-45,-2889,-264,2258,-262,412,-185,2069,1699,5523,-3108,6,-3365,-2109,295,-1224,0
-682,2589,1521,-1579,1262,1174,-196,-1159,866,-866,2049,145,107,697,-2514,-1391,-888,-3039,-26,1891,0
-3498,1387,914,-816,2057,-242,1736,1293,-266,1402,-1913,3392,-1478,-3724,2251,-1042,-27,-2291,2177,-3355,0
589,77,-653,898,-479,534,-37,2308,503,-693,117,-1282,439,394,464,-291,92,-7,637,57,1
392,331,1906,18,-2372,71,-1049,1606,562,-374,1939,738,167,2166,-274,2295,214,85,2159,23,1
2351,3,-2008,-957,3187,705,3402,3225,-116,-262,1846,1342,-457,1192,1207,553,-835,134,2884,-1223,0
-343,1004,934,-438,-1476,-4054,-1828,-664,-835,-2338,2212,1295,687,3792,1857,1041,2106,-1737,-144,1151,0
598,-381,-673,-704,-966,-1349,31,-125,1879,508,-226,551,1747,1655,2764,572,-406,1735,-21,-1381,1
1978,4589,-2822,243,-369,-44,3202,1787,131,-326,-2642,2202,-1506,-1572,1689,-4201,-2269,2215,4633,822,0
1068,-804,11,-286,-74,318,-1056,1043,15,817,104,911,999,103,684,1477,1467,1668,764,-237,1
82,64,-733,-2534,-1901,-451,1578,-1654,-1903,11,404,-3059,-1244,-154,-1679,1618,-1065,-2158,298,-14,0
607,1539,139,1378,-2178,-1,404,2064,653,-631,257,783,1106,1264,57,-413,136,-509,1423,1142,1
-122,-1654,-395,278,-193,-463,1364,37,1998,2278,-653,-1856,136,4604,-1117,-5735,173,1505,-1098,-5196,0
