"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","Y"
7459,"78","62","60","100","12","65","94","32","100","0","0","14","60","53","72","83","0"
7472,"91","100","38","97","6","65","0","28","44","3","100","15","50","24","3","0","0"
7476,"100","100","39","93","43","59","70","25","32","0","0","24","34","56","79","84","0"
7478,"42","63","100","85","54","100","42","62","62","22","0","0","0","27","73","51","0"
7486,"79","100","46","82","13","52","0","18","48","0","100","18","58","37","0","27","0"
7495,"90","100","53","73","19","46","0","16","41","0","100","8","81","26","20","29","0"
7497,"100","100","49","88","20","56","7","19","46","0","95","17","51","22","0","7","0"
7502,"43","84","0","77","48","37","28","0","1","25","68","57","100","97","21","100","0"
7504,"100","100","66","90","26","66","0","40","4","12","62","0","80","19","10","16","0"
7516,"3","15","44","51","88","88","46","100","42","63","100","31","72","0","0","17","0"
7518,"100","100","55","96","20","66","0","32","16","0","79","2","68","27","9","13","0"
7519,"100","100","39","90","1","59","0","22","46","0","93","22","54","46","0","26","0"
7524,"9","63","66","39","77","0","0","4","41","41","100","75","77","100","0","77","0"
7526,"40","100","21","89","0","55","10","18","55","0","100","15","56","27","26","1","0"
7527,"100","84","49","78","79","39","84","0","0","13","37","50","93","85","18","100","0"
7531,"100","100","52","94","22","70","1","44","0","15","39","0","70","19","29","28","0"
7545,"100","100","63","93","24","64","0","30","21","0","70","18","47","46","3","33","0"
7550,"0","18","39","59","82","100","34","100","34","62","100","36","68","0","14","19","0"
7557,"100","100","58","90","20","60","0","27","33","0","98","8","64","21","2","8","0"
7573,"100","100","48","97","12","68","0","33","21","0","76","0","63","27","2","27","0"
7576,"59","77","60","44","69","0","0","6","36","43","100","72","96","100","31","75","0"
7579,"95","88","23","100","57","62","100","24","42","0","0","31","44","69","87","97","0"
7591,"78","100","34","79","9","52","0","24","29","0","100","7","76","23","13","9","0"
7602,"49","92","58","48","66","4","0","0","39","36","100","65","92","100","25","88","0"
7606,"46","62","85","96","15","100","12","60","44","19","0","0","28","37","100","55","0"
7607,"77","100","42","79","14","57","0","33","16","9","77","0","100","17","42","21","0"
7612,"73","86","12","100","0","66","77","35","100","0","6","8","34","48","75","85","0"
7614,"58","58","100","94","45","100","41","59","72","20","10","0","0","31","67","57","0"
7619,"64","87","0","100","35","53","78","6","19","0","61","41","100","82","44","78","0"
7623,"97","100","83","95","40","69","10","42","10","14","97","0","100","17","0","9","0"
7634,"6","50","41","50","100","19","44","0","20","37","63","73","65","100","0","73","0"
7642,"100","100","42","100","1","71","18","33","14","0","0","32","36","64","83","92","0"
7647,"78","81","41","91","41","44","56","0","0","18","48","60","100","100","33","91","0"
7648,"52","95","0","83","42","41","81","0","1","2","44","39","100","75","50","100","0"
7651,"95","100","55","78","25","51","9","23","40","0","100","15","64","34","0","23","0"
7652,"97","100","61","95","34","60","25","23","65","0","100","25","53","44","0","31","0"
7665,"67","100","29","73","0","38","9","0","78","10","100","47","41","37","10","2","0"
7666,"13","93","56","60","100","25","35","0","8","29","60","63","81","100","0","98","0"
7668,"77","100","41","79","56","38","34","0","0","19","53","50","100","82","39","94","0"
7674,"100","87","66","100","28","68","11","31","41","0","92","18","51","42","0","24","0"
7686,"11","75","49","47","83","10","0","0","34","37","100","70","95","100","5","79","0"
7691,"0","79","25","50","98","25","71","0","10","16","50","47","100","76","83","100","0"
7695,"100","100","66","88","32","66","7","39","0","10","44","0","62","18","14","22","0"
7707,"93","75","80","100","0","74","51","38","96","4","6","0","32","43","100","79","0"
7727,"100","88","20","100","43","54","78","10","0","0","12","42","83","74","50","93","0"
7728,"92","78","42","100","0","70","41","36","86","2","19","0","28","34","100","63","0"
7730,"42","100","15","73","0","45","4","17","51","0","100","16","92","43","34","39","0"
7738,"65","100","28","74","0","45","0","13","50","0","100","12","58","24","5","13","0"
7742,"91","90","31","100","0","65","57","32","84","0","15","14","44","57","100","83","0"
7747,"70","100","43","82","16","49","0","16","41","0","100","21","47","31","12","4","0"
7752,"78","100","51","83","25","52","11","20","52","0","100","22","64","46","0","37","0"
7753,"100","100","46","90","57","55","91","23","46","0","0","17","35","50","85","75","0"
7758,"61","85","47","100","8","70","0","34","41","7","100","11","55","24","9","0","0"
7768,"6","36","60","64","74","100","19","83","62","51","100","18","40","0","0","28","0"
7781,"68","89","17","100","28","63","72","28","36","0","0","32","47","64","100","95","0"
7787,"40","100","21","86","0","49","2","10","53","0","100","19","61","33","14","16","0"
7794,"100","100","76","96","42","68","22","37","30","5","87","0","67","25","0","18","0"
7797,"100","100","60","92","20","63","0","30","24","0","83","11","69","41","5","49","0"
7798,"90","100","52","75","26","48","11","19","49","0","100","18","38","24","0","2","0"
7817,"53","64","100","88","52","100","29","66","60","27","30","0","0","24","46","53","0"
7819,"82","96","63","62","100","25","45","0","18","32","77","65","97","100","0","98","0"
7822,"66","72","27","100","0","75","45","39","63","0","11","24","50","61","100","87","0"
7826,"73","100","47","86","18","58","0","29","8","0","77","4","100","29","29","29","0"
7828,"8","67","47","100","100","83","72","42","32","5","80","0","45","35","0","69","0"
7830,"78","100","41","82","14","52","0","19","42","0","100","12","91","38","29","38","0"
7833,"99","100","56","76","21","50","0","21","38","0","100","8","77","30","14","26","0"
7838,"100","87","70","100","50","66","69","28","35","0","0","17","44","46","92","72","0"
7844,"84","72","65","100","16","73","51","36","65","0","0","5","37","39","100","61","0"
7846,"58","100","21","85","0","52","3","17","51","0","100","17","60","35","12","19","0"
7869,"0","83","18","50","63","16","23","0","3","35","50","68","100","100","13","95","0"
7872,"100","100","58","86","27","66","7","43","0","18","34","0","72","14","43","29","0"
7893,"96","100","51","75","19","48","0","19","41","0","100","17","81","43","8","42","0"
7906,"100","100","53","77","18","50","0","19","42","0","97","16","68","40","11","35","0"
7909,"100","97","69","100","34","69","13","33","31","0","90","4","55","24","0","10","0"
7919,"23","78","51","100","100","78","70","40","40","0","78","2","37","37","0","74","0"
7920,"42","100","20","71","100","84","20","97","0","48","14","0","73","24","8","58","0"
7928,"20","77","61","100","100","80","48","46","9","7","68","0","25","39","0","82","0"
7931,"62","100","20","96","0","60","9","22","59","0","100","25","48","35","5","8","0"
7941,"93","100","39","81","10","46","11","7","71","2","100","35","37","32","0","0","0"
7951,"5","70","56","44","60","3","0","0","30","39","84","72","100","100","32","74","0"
7955,"61","100","24","88","21","49","26","9","0","0","7","37","51","60","100","78","0"
7966,"100","91","49","100","28","66","55","30","26","0","0","30","50","61","95","90","0"
7972,"70","100","54","86","29","53","23","16","69","0","100","23","50","36","0","21","0"
7974,"87","100","49","77","19","52","0","24","25","0","83","2","100","25","45","31","0"
7977,"64","65","100","100","41","85","67","42","64","0","0","16","20","59","81","74","0"
7980,"100","100","60","90","32","70","11","48","0","23","16","0","44","12","8","6","0"
7983,"65","100","33","80","12","57","0","35","6","12","52","0","100","13","58","19","0"
7992,"100","100","57","85","20","57","0","27","26","0","90","8","81","34","14","36","0"
7993,"84","100","55","81","32","58","20","33","30","9","100","6","52","13","0","0","0"
7994,"99","89","26","100","27","68","83","32","40","0","0","27","63","61","100","91","0"
7995,"7","67","62","39","100","8","38","0","24","33","57","67","74","100","0","91","0"
7999,"41","100","58","60","70","19","1","0","0","35","60","65","100","95","25","84","0"
8010,"78","72","60","100","24","68","69","32","57","0","0","29","36","67","100","98","0"
8011,"90","100","58","88","23","56","16","17","66","0","100","27","58","54","0","43","0"
8014,"67","100","39","88","10","56","0","20","44","0","100","12","92","38","31","37","0"
8017,"42","97","4","72","33","33","42","0","0","22","56","54","100","89","44","100","0"
8019,"100","100","62","80","32","59","11","38","0","16","35","0","78","17","24","8","0"
8022,"70","100","33","89","0","56","2","18","62","0","100","27","40","43","0","17","0"
8025,"100","100","62","85","34","58","11","31","0","3","48","0","81","24","34","23","0"
8029,"72","100","28","80","53","47","84","15","30","0","0","23","49","50","100","76","0"
8051,"74","100","47","82","54","43","54","4","0","0","28","31","78","55","100","89","0"
8055,"100","100","42","81","0","45","4","2","72","0","92","34","45","58","3","55","0"
8065,"100","100","43","95","56","56","59","17","0","0","17","34","65","65","72","95","0"
8079,"100","100","62","80","34","58","13","34","0","10","36","0","57","21","9","24","0"
8082,"100","83","46","100","34","68","72","33","53","0","0","11","46","41","94","71","0"
8083,"100","100","52","85","20","55","2","22","37","0","80","24","46","47","0","26","0"
8089,"100","100","62","87","21","59","0","27","30","0","95","9","73","34","5","30","0"
8096,"100","82","56","100","51","60","69","18","22","0","0","28","48","53","96","73","0"
8102,"100","85","24","100","2","73","77","42","85","0","0","14","33","56","81","87","0"
8114,"100","100","70","87","29","60","0","30","3","0","71","5","73","30","2","25","0"
8144,"100","100","46","80","14","53","0","25","27","0","100","7","78","28","3","21","0"
8147,"99","100","54","85","17","54","15","18","71","0","100","21","37","36","0","18","0"
8150,"100","100","56","88","16","58","0","23","40","0","97","18","54","42","0","22","0"
8156,"90","100","51","76","21","49","11","19","50","0","100","12","52","23","0","15","0"
8160,"100","100","63","81","34","57","10","30","10","0","48","10","38","37","0","24","0"
8162,"100","98","53","100","18","70","0","32","21","0","66","17","47","47","18","24","0"
8164,"100","100","61","92","33","63","11","31","8","0","52","19","48","43","0","28","0"
8166,"99","100","64","81","25","52","6","19","55","0","100","25","60","45","0","31","0"
8171,"66","100","27","88","42","50","45","11","0","0","7","34","53","53","100","70","0"
8178,"83","100","0","91","54","66","100","34","68","0","5","11","11","48","38","85","0"
8192,"98","100","34","77","0","37","20","0","89","0","100","37","36","51","6","49","0"
8201,"65","100","17","83","52","40","60","0","0","24","34","65","100","93","66","99","0"
8203,"100","100","59","81","25","53","6","22","38","0","88","17","42","24","0","9","0"
8218,"100","87","86","100","41","76","9","49","0","18","46","0","78","22","15","26","0"
8220,"67","100","24","79","0","51","0","20","43","0","100","6","88","28","29","30","0"
8222,"100","100","55","78","26","52","9","25","25","0","86","15","64","35","0","21","0"
8225,"100","100","60","96","23","68","0","33","17","0","69","7","75","38","22","37","0"
8238,"100","82","29","97","14","62","60","22","0","0","27","39","99","72","77","100","0"
8255,"90","100","55","85","17","58","0","26","35","0","100","5","87","33","22","36","0"
8257,"11","100","16","66","27","32","0","0","14","28","64","59","100","92","39","97","0"
8266,"43","78","68","40","55","1","0","0","18","37","65","65","100","99","45","100","0"
8267,"82","94","18","100","28","65","68","30","34","0","0","24","47","56","100","86","0"
8272,"100","100","55","80","21","54","0","26","28","0","98","5","79","26","7","19","0"
8285,"50","100","13","80","76","54","100","16","40","0","37","42","53","84","0","98","0"
8287,"100","100","71","96","38","74","11","50","0","21","27","0","63","16","39","39","0"
8303,"100","98","56","100","20","77","0","48","3","17","44","0","53","22","11","40","0"
8305,"100","91","0","91","41","60","92","25","20","0","0","29","55","64","88","100","0"
8313,"100","100","50","80","19","59","0","36","0","13","53","0","78","19","3","19","0"
8321,"100","79","59","100","17","73","0","35","22","0","76","5","59","34","19","16","0"
8323,"100","100","55","94","27","70","6","44","0","14","29","0","43","25","2","25","0"
8335,"100","97","23","100","14","67","65","34","43","0","0","26","39","62","93","96","0"
8340,"7","77","54","48","76","10","24","0","49","36","100","69","80","100","0","84","0"
8343,"100","100","63","82","35","63","10","43","0","21","14","0","63","2","35","11","0"
8348,"88","82","39","100","4","68","100","35","84","0","0","22","49","62","84","93","0"
8352,"0","91","15","56","44","22","15","0","36","34","82","67","100","100","5","95","0"
8367,"100","100","62","80","31","56","9","29","12","0","59","2","48","23","0","18","0"
8374,"14","67","44","47","44","9","0","0","23","36","63","68","100","100","44","88","0"
8379,"90","79","70","100","0","74","51","37","100","0","22","10","56","50","79","87","0"
8383,"100","81","62","100","35","72","46","35","39","0","0","14","34","44","94","57","0"
8387,"82","90","50","66","100","30","40","0","18","27","72","62","100","100","0","99","0"
8398,"100","80","73","100","68","62","69","22","27","0","0","29","45","50","93","63","0"
8414,"74","100","46","89","21","54","17","16","65","0","100","22","46","34","0","27","0"
8421,"100","100","68","95","33","72","7","45","0","15","38","0","55","25","11","33","0"
8425,"100","100","40","84","0","45","0","0","57","17","38","50","14","52","57","27","0"
