"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Y"
5371,"12","85","1020","7.083","0.305","0.828","1.94","311","845","160","0"
5372,"8","99","792","12.375","0.351","0.962","1.66","278","762","167","0"
5374,"9","95","855","10.556","0.284","0.849","1.91","243","726","127","0"
5377,"15","342","5130","22.8","0.24","0.548","2.49","1232","2810","495","0"
5378,"13","85","1105","6.538","0.327","0.633","2.76","361","700","131","0"
5379,"9","107","963","11.889","0.383","0.858","2.22","369","826","166","0"
5380,"7","71","497","10.143","0.394","0.958","1.87","196","476","105","0"
5382,"24","117","2808","4.875","0.347","0.729","2.88","975","2048","338","0"
5383,"12","67","804","5.583","0.376","0.751","2.99","302","604","101","0"
5384,"9","35","315","3.889","0.397","0.832","1.92","125","262","65","0"
5385,"7","10","70","1.429","0.286","0.886","1.82","20","62","11","0"
5386,"8","31","248","3.875","0.298","0.871","1.45","74","216","51","0"
5387,"8","25","200","3.125","0.24","0.91","1.45","48","182","33","0"
5388,"4","18","72","4.5","0.333","0.667","1.71","24","48","14","0"
5389,"7","11","77","1.571","0.364","1","1.33","28","77","21","0"
5391,"7","13","91","1.857","0.286","0.989","1.73","26","90","15","0"
5392,"6","28","168","4.667","0.369","0.78","1.77","62","131","35","0"
5394,"6","10","60","1.667","0.317","0.85","1.19","19","51","16","0"
5395,"7","16","112","2.286","0.259","1","2.07","29","112","14","0"
5397,"6","19","114","3.167","0.289","0.789","1.38","33","90","24","0"
5398,"8","32","256","4","0.207","0.797","1.23","53","204","43","0"
5400,"9","42","378","4.667","0.235","0.603","1.37","89","228","65","0"
5401,"7","23","161","3.286","0.447","1","1.95","72","161","37","0"
5403,"6","7","42","1.167","0.524","1","2","22","42","11","0"
5404,"8","35","280","4.375","0.443","0.996","2.14","124","279","58","0"
5406,"6","18","108","3","0.537","0.981","2.64","58","106","22","0"
5407,"9","25","225","2.778","0.32","0.707","2.25","72","159","32","0"
5408,"11","150","1650","13.636","0.186","0.533","2.06","307","879","149","0"
5409,"8","27","216","3.375","0.435","0.963","2.14","94","208","44","0"
5410,"11","272","2992","24.727","0.283","0.703","1.97","847","2103","431","0"
5411,"8","7","56","0.875","0.411","0.875","2.09","23","49","11","0"
5412,"9","26","234","2.889","0.342","0.821","2.35","80","192","34","0"
5413,"10","12","120","1.2","0.4","0.933","2.29","48","112","21","0"
5414,"7","2","14","0.286","0.714","0.714","10","10","10","1","0"
5415,"9","14","126","1.556","0.278","1","2.06","35","126","17","0"
5416,"7","20","140","2.857","0.421","0.829","2.46","59","116","24","0"
5419,"10","35","350","3.5","0.311","0.72","1.88","109","252","58","0"
5420,"11","64","704","5.818","0.25","0.597","2","176","420","88","0"
5421,"5","20","100","4","0.54","0.95","2.35","54","95","23","0"
5422,"11","261","2871","23.727","0.251","0.661","2","722","1898","361","0"
5423,"8","50","400","6.25","0.378","0.915","1.7","151","366","89","0"
5424,"11","261","2871","23.727","0.231","0.596","1.87","662","1711","354","0"
5425,"6","4","24","0.667","0.5","0.75","6","12","18","2","0"
5426,"10","25","250","2.5","0.332","0.772","1.89","83","193","44","0"
5428,"2","19","38","9.5","0.184","0.789","1.4","7","30","5","0"
5430,"6","81","486","13.5","0.282","0.957","1.34","137","465","102","0"
5431,"1","277","277","277","1","1","277","277","277","1","0"
5432,"7","101","707","14.429","0.501","0.973","3.19","354","688","111","0"
5433,"8","101","808","12.625","0.29","0.978","1.71","234","790","137","0"
5434,"9","84","756","9.333","0.329","0.632","2.08","249","478","120","0"
5435,"7","100","700","14.286","0.279","0.98","1.63","195","686","120","0"
5436,"7","143","1001","20.429","0.105","0.526","1.28","105","527","82","0"
5438,"10","17","170","1.7","0.318","0.529","3.86","54","90","14","0"
5439,"1","11","11","11","0.909","1","10","10","11","1","0"
5443,"13","201","2613","15.462","0.4","0.722","4.45","1046","1887","235","0"
5444,"11","62","682","5.636","0.353","0.78","3.21","241","532","75","0"
5447,"11","20","220","1.818","0.564","0.918","8.86","124","202","14","0"
5448,"16","205","3280","12.813","0.401","0.799","5.36","1314","2622","245","0"
5449,"4","17","68","4.25","0.191","0.647","1.86","13","44","7","0"
5451,"5","92","460","18.4","0.287","0.604","1.38","132","278","96","0"
5453,"4","93","372","23.25","0.312","0.763","1.66","116","284","70","0"
5454,"13","284","3692","21.846","0.205","0.553","1.87","758","2040","405","0"
5455,"6","39","234","6.5","0.342","0.936","2.05","80","219","39","0"
5457,"1","40","40","40","0.4","1","1.07","16","40","15","0"
5458,"6","31","186","5.167","0.199","0.565","1.85","37","105","20","0"
5459,"5","15","75","3","0.093","0.347","1.4","7","26","5","0"
5460,"5","13","65","2.6","0.292","0.892","1.46","19","58","13","0"
5461,"14","412","5768","29.429","0.179","0.671","1.59","1032","3869","651","0"
5463,"7","9","63","1.286","0.349","0.889","2.2","22","56","10","0"
5464,"7","42","294","6","0.262","0.738","1.79","77","217","43","0"
5467,"17","341","5797","20.059","0.935","0.998","36.38","5420","5784","149","0"
5470,"10","165","1650","16.5","0.258","0.695","1.65","426","1147","258","0"
5471,"1","87","87","87","0.92","1","16","80","87","5","0"
5472,"1","279","279","279","0.964","1","38.43","269","279","7","0"
5476,"6","7","42","1.167","0.405","0.952","4.25","17","40","4","0"
5479,"2","101","202","50.5","0.54","0.743","10.9","109","150","10","0"
5480,"9","50","450","5.556","0.496","0.958","2.69","223","431","83","0"
5481,"9","22","198","2.444","0.288","0.818","2.48","57","162","23","0"
5482,"9","12","108","1.333","0.444","0.981","1.71","48","106","28","0"
5484,"10","53","530","5.3","0.294","0.819","1.79","156","434","87","0"
5485,"9","64","576","7.111","0.299","0.97","1.81","172","559","95","0"
5487,"12","44","528","3.667","0.261","0.767","2.38","138","405","58","0"
5489,"12","44","528","3.667","0.294","0.742","2.31","155","392","67","0"
5490,"9","32","288","3.556","0.271","0.594","2.23","78","171","35","0"
5491,"1","13","13","13","1","1","13","13","13","1","0"
5492,"1","8","8","8","1","1","8","8","8","1","0"
5493,"2","20","40","10","0.725","0.875","29","29","35","1","0"
5494,"2","20","40","10","0.775","0.85","31","31","34","1","0"
5495,"13","10","130","0.769","0.3","0.808","6.5","39","105","6","0"
5496,"8","3","24","0.375","0.417","0.417","10","10","10","1","0"
5499,"9","44","396","4.889","0.46","0.937","2.84","182","371","64","0"
5500,"11","77","847","7","0.345","0.874","2.43","292","740","120","0"
5501,"9","123","1107","13.667","0.362","0.986","2.62","401","1091","153","0"
5502,"7","58","406","8.286","0.202","0.751","2.34","82","305","35","0"
5503,"1","27","27","27","0.593","1","4","16","27","4","0"
5504,"2","31","62","15.5","0.194","0.516","2","12","32","6","0"
5505,"2","19","38","9.5","0.237","1","1.8","9","38","5","0"
5506,"10","98","980","9.8","0.391","0.835","2.41","383","818","159","0"
5508,"8","80","640","10","0.303","0.922","1.72","194","590","113","0"
5509,"8","80","640","10","0.298","0.883","1.72","191","565","111","0"
5510,"8","70","560","8.75","0.341","0.918","1.66","191","514","115","0"
5513,"8","21","168","2.625","0.339","0.673","1.97","57","113","29","0"
5514,"9","35","315","3.889","0.263","0.667","2.86","83","210","29","0"
5515,"8","48","384","6","0.31","0.807","1.92","119","310","62","0"
5516,"2","112","224","56","0.496","0.504","55.5","111","113","2","0"
5517,"10","130","1300","13","0.425","0.773","2.79","552","1005","198","0"
5518,"3","31","93","10.333","0.226","0.774","2.1","21","72","10","0"
5519,"3","16","48","5.333","0.375","0.938","2.25","18","45","8","0"
5520,"10","21","210","2.1","0.324","0.6","3.4","68","126","20","0"
5522,"9","36","324","4","0.549","0.914","3.3","178","296","54","0"
5523,"1","32","32","32","0.719","1","5.75","23","32","4","0"
5524,"1","13","13","13","0.692","1","4.5","9","13","2","0"
5526,"9","32","288","3.556","0.292","0.826","1.53","84","238","55","0"
5528,"10","83","830","8.3","0.295","0.725","2.02","245","602","121","0"
5529,"11","100","1100","9.091","0.269","0.765","1.9","296","842","156","0"
5530,"8","75","600","9.375","0.415","0.91","2.37","249","546","105","0"
5531,"9","20","180","2.222","0.339","0.772","1.74","61","139","35","0"
5532,"9","82","738","9.111","0.337","0.817","2.01","249","603","124","0"
5533,"11","115","1265","10.455","0.266","0.723","1.79","337","915","188","0"
5534,"9","44","396","4.889","0.465","0.944","3.35","184","374","55","0"
5535,"2","446","892","223","0.439","0.603","17.82","392","538","22","0"
5537,"2","236","472","118","0.566","0.689","10.27","267","325","26","0"
5538,"9","174","1566","19.333","0.178","0.737","1.71","279","1154","163","0"
5540,"12","118","1416","9.833","0.253","0.767","1.95","358","1086","184","0"
5541,"9","93","837","10.333","0.323","0.888","2.06","270","743","131","0"
5543,"1","51","51","51","0.471","1","2.4","24","51","10","0"
5544,"5","30","150","6","0.16","0.66","1.71","24","99","14","0"
5545,"11","35","385","3.182","0.335","0.584","4.78","129","225","27","0"
5546,"19","462","8778","24.316","0.523","0.688","16.88","4591","6035","272","0"
5547,"10","38","380","3.8","0.434","0.892","2.89","165","339","57","0"
5548,"9","36","324","4","0.552","0.926","3.51","179","300","51","0"
5549,"10","49","490","4.9","0.551","0.943","3.07","270","462","88","0"
5550,"1","52","52","52","0.538","1","14","28","52","2","0"
5552,"9","78","702","8.667","0.349","0.863","2.17","245","606","113","0"
5553,"12","84","1008","7","0.282","0.778","1.91","284","784","149","0"
5554,"22","26","572","1.182","0.283","0.918","1.93","162","525","84","0"
5555,"10","53","530","5.3","0.34","0.9","1.82","180","477","99","0"
5556,"10","40","400","4","0.338","0.878","1.9","135","351","71","0"
5557,"8","82","656","10.25","0.288","0.997","1.99","189","654","95","0"
5559,"11","8","88","0.727","0.25","1","2.44","22","88","9","0"
5560,"1","75","75","75","0.92","1","11.5","69","75","6","0"
5561,"11","100","1100","9.091","0.456","0.882","3.04","502","970","165","0"
5562,"1","40","40","40","1","1","40","40","40","1","0"
5563,"1","55","55","55","0.564","1","10.33","31","55","3","0"
5564,"14","340","4760","24.286","0.259","0.592","2.45","1232","2819","503","0"
5565,"1","46","46","46","0.783","1","12","36","46","3","0"
5566,"7","17","119","2.429","0.412","0.933","2.72","49","111","18","0"
5567,"8","32","256","4","0.336","0.789","2.46","86","202","35","0"
5568,"12","8","96","0.667","0.792","1","15.2","76","96","5","0"
5569,"14","18","252","1.286","0.159","0.607","3.33","40","153","12","0"
5570,"9","24","216","2.667","0.537","1","2.9","116","216","40","0"
5571,"37","101","3737","2.73","0.282","0.695","2.44","1053","2596","432","0"
5572,"10","34","340","3.4","0.421","0.906","2.01","143","308","71","0"
5573,"11","86","946","7.818","0.332","0.808","2.2","314","764","143","0"
5574,"11","92","1012","8.364","0.361","0.851","2.3","365","861","159","0"
5575,"1","48","48","48","0.875","1","10.5","42","48","4","0"
5576,"1","29","29","29","0.586","1","2.13","17","29","8","0"
5577,"8","46","368","5.75","0.318","0.818","2.09","117","301","56","0"
5578,"10","66","660","6.6","0.324","0.78","2.25","214","515","95","0"
5579,"10","11","110","1.1","0.427","1","1.52","47","110","31","0"
5580,"10","80","800","8","0.308","0.838","2.02","246","670","122","0"
5582,"9","47","423","5.222","0.371","0.825","2.75","157","349","57","0"
5583,"24","340","8160","14.167","0.211","0.468","2.67","1718","3822","643","0"
5584,"1","35","35","35","0.829","1","9.67","29","35","3","0"
5586,"11","98","1078","8.909","0.397","0.778","2.61","428","839","164","0"
5589,"10","12","120","1.2","0.367","1","1.57","44","120","28","0"
5590,"12","90","1080","7.5","0.183","0.716","1.92","198","773","103","0"
5593,"1","11","11","11","0.727","1","4","8","11","2","0"
5594,"8","44","352","5.5","0.455","0.949","3.2","160","334","50","0"
5595,"8","40","320","5","0.409","0.997","2.22","131","319","59","0"
5596,"9","45","405","5","0.447","0.896","3.23","181","363","56","0"
5597,"7","35","245","5","0.482","0.841","2.81","118","206","42","0"
5598,"9","122","1098","13.556","0.333","0.829","2.54","366","910","144","0"
5599,"7","31","217","4.429","0.221","0.853","1.78","48","185","27","0"
5600,"6","28","168","4.667","0.143","0.53","1.71","24","89","14","0"
5601,"7","121","847","17.286","0.305","0.675","1.79","258","572","144","0"
5602,"11","22","242","2","0.417","0.694","4.04","101","168","25","0"
5603,"10","38","380","3.8","0.424","0.939","2.78","161","357","58","0"
5604,"9","36","324","4","0.506","0.91","2.93","164","295","56","0"
5605,"9","49","441","5.444","0.58","0.995","2.98","256","439","86","0"
5606,"1","15","15","15","0.867","1","6.5","13","15","2","0"
5607,"9","12","108","1.333","0.444","1","1.78","48","108","27","0"
5608,"9","12","108","1.333","0.426","1","1.59","46","108","29","0"
5609,"9","81","729","9","0.332","0.974","2.09","242","710","116","0"
5610,"10","46","460","4.6","0.363","0.843","2.01","167","388","83","0"
5611,"9","33","297","3.667","0.424","0.97","1.85","126","288","68","0"
5612,"9","81","729","9","0.328","0.916","2.04","239","668","117","0"
5614,"9","9","81","1","0.383","0.802","2.38","31","65","13","0"
5615,"12","117","1404","9.75","0.231","0.712","1.68","324","1000","193","0"
5616,"9","40","360","4.444","0.386","0.889","2.44","139","320","57","0"
5617,"8","44","352","5.5","0.486","0.952","2.95","171","335","58","0"
5620,"5","23","115","4.6","0.226","1","1.63","26","115","16","0"
5622,"4","32","128","8","0.313","1","2.11","40","128","19","0"
5623,"17","77","1309","4.529","0.314","0.76","2.94","411","995","140","0"
5624,"12","8","96","0.667","0.438","0.51","42","42","49","1","0"
5625,"12","9","108","0.75","0.509","0.657","9.17","55","71","6","0"
5626,"25","300","7500","12","0.065","0.071","40.33","484","531","12","0"
5627,"7","11","77","1.571","0.143","0.558","1.57","11","43","7","0"
5628,"9","99","891","11","0.288","0.801","1.95","257","714","132","0"
5629,"11","101","1111","9.182","0.267","0.849","1.72","297","943","173","0"
5630,"12","43","516","3.583","0.31","0.793","2.32","160","409","69","0"
5631,"9","65","585","7.222","0.463","0.901","2.66","271","527","102","0"
5632,"9","123","1107","13.667","0.359","0.898","2.78","397","994","143","0"
5633,"6","142","852","23.667","0.115","0.173","6.53","98","147","15","0"
5634,"8","5","40","0.625","0.325","0.9","6.5","13","36","2","0"
5635,"8","23","184","2.875","0.255","1","2.14","47","184","22","0"
5636,"8","15","120","1.875","0.258","0.683","3.88","31","82","8","0"
5637,"7","121","847","17.286","0.272","0.646","1.54","230","547","149","0"
5638,"10","8","80","0.8","0.675","1","9","54","80","6","0"
5639,"10","7","70","0.7","0.429","0.429","30","30","30","1","0"
5640,"10","8","80","0.8","0.575","0.888","9.2","46","71","5","0"
5641,"9","11","99","1.222","0.343","1","1.42","34","99","24","0"
5642,"9","12","108","1.333","0.407","0.898","1.63","44","97","27","0"
5644,"11","101","1111","9.182","0.253","0.77","1.71","281","856","164","0"
5645,"12","72","864","6","0.228","0.78","1.79","197","674","110","0"
5646,"9","97","873","10.778","0.317","0.863","1.76","277","753","157","0"
5647,"9","26","234","2.889","0.299","0.953","1.67","70","223","42","0"
5648,"8","18","144","2.25","0.472","1","2.52","68","144","27","0"
5649,"1","73","73","73","0.616","1","3.75","45","73","12","0"
5650,"10","118","1180","11.8","0.277","0.745","2.02","327","879","162","0"
5652,"8","41","328","5.125","0.351","0.963","1.92","115","316","60","0"
5653,"1","147","147","147","0.864","1","11.55","127","147","11","0"
5654,"10","31","310","3.1","0.3","0.813","3.32","93","252","28","0"
5655,"8","71","568","8.875","0.312","0.866","1.86","177","492","95","0"
5656,"8","71","568","8.875","0.31","0.861","1.85","176","489","95","0"
5657,"8","64","512","8","0.301","0.857","1.93","154","439","80","0"
5659,"10","121","1210","12.1","0.37","0.873","2.41","448","1056","186","0"
5662,"7","46","322","6.571","0.304","0.963","2.58","98","310","38","0"
5663,"7","29","203","4.143","0.266","0.813","2.7","54","165","20","0"
5664,"5","99","495","19.8","0.356","0.881","1.5","176","436","117","0"
5665,"12","307","3684","25.583","0.29","0.771","2.41","1068","2842","444","0"
5667,"9","33","297","3.667","0.377","0.842","2.24","112","250","50","0"
5668,"10","75","750","7.5","0.428","0.909","2.28","321","682","141","0"
5670,"8","70","560","8.75","0.371","0.911","1.7","208","510","122","0"
5672,"9","84","756","9.333","0.407","0.878","2.75","308","664","112","0"
5674,"12","84","1008","7","0.331","0.792","2.35","334","798","142","0"
5675,"5","39","195","7.8","0.41","0.867","1.67","80","169","48","0"
5676,"8","130","1040","16.25","0.36","0.876","2.21","374","911","169","0"
5677,"6","100","600","16.667","0.385","0.828","1.72","231","497","134","0"
5678,"6","50","300","8.333","0.397","0.713","2.38","119","214","50","0"
